GHCN_DIN,DATE,PRCP (10^-1 mm),SNOW (mm),TMAX (°C),TMIN (°C),ELEVATION (m),NAME,COORD (LAT),COORD (LONG),COUNTRY_CODE
AR000875850,11/07/2016,,,14.9,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/07/2016,140,,,8.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/07/2016,0,,16,5.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/07/2016,,,14.5,6.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/07/2016,10,,,7.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/07/2016,0,,13.3,5.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/07/2016,,,12.2,1.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/07/2016,,,10.9,1.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/07/2016,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/07/2016,,,12.9,3.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/07/2016,,,,3.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/07/2016,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/07/2016,,,,5.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/07/2016,,,19.4,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/07/2016,,,,8.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/07/2016,290,,11.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/07/2016,221,,11.5,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/07/2016,0,,12.5,4.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/07/2016,,,,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/07/2016,,,,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/07/2016,8,,15.2,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/08/2016,160,,15.2,8.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/08/2016,0,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/08/2016,,,12,5.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/08/2016,,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/08/2016,,,17.1,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/08/2016,20,,,5.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/08/2016,0,,21.2,6.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/08/2016,,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/08/2016,30,,20.4,6.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/08/2016,0,,19.4,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/08/2016,,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/08/2016,,,,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/08/2016,,,22.2,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/08/2016,,,22.5,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/08/2016,,,,9.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/08/2016,,,22,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/08/2016,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/08/2016,,,,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/08/2016,,,21.9,7.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/08/2016,,,17.4,7.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/08/2016,,,,1.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/08/2016,,,,6.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/08/2016,,,,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/08/2016,,,23.5,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/08/2016,,,,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/08/2016,,,,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/08/2016,61,,26.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/08/2016,470,,,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/08/2016,0,,,8.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/08/2016,,,16,6.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/08/2016,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/09/2016,,,21.9,9.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/09/2016,,,,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/09/2016,,,15,4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/09/2016,,,14.5,3.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/09/2016,119,,13.2,6.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/09/2016,130,,,6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/09/2016,30,,,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/09/2016,0,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/09/2016,0,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/09/2016,,,,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/09/2016,,,26.2,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/09/2016,0,,24.5,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/09/2016,269,,16.6,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/09/2016,0,,,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/09/2016,,,,5.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/09/2016,,,20.5,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/09/2016,,,,13.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/09/2016,0,,25,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/09/2016,,,20.4,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/09/2016,,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/09/2016,,,,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/09/2016,,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/09/2016,,,26.5,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/09/2016,,,17.8,5.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/09/2016,,,,5.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/09/2016,,,,10.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/09/2016,,,,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/09/2016,,,25.2,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/09/2016,,,24.4,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/09/2016,,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/10/2016,0,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/10/2016,0,,19.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/10/2016,41,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/10/2016,0,,21.3,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/10/2016,0,,22,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/10/2016,3,,,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/10/2016,79,,20.5,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/10/2016,30,,19.5,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/10/2016,0,,,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/10/2016,,,26,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/10/2016,0,,,11.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/10/2016,,,,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/10/2016,10,,27.9,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/10/2016,0,,24.4,16.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/10/2016,340,,24.9,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/10/2016,170,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/10/2016,0,,28.8,13.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/10/2016,,,22.7,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/10/2016,391,,17,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/10/2016,249,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/10/2016,10,,,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/10/2016,0,,,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/10/2016,,,22.6,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/10/2016,,,23,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/10/2016,,,20.1,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/10/2016,130,,,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/10/2016,8,,20.7,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/10/2016,0,,18.5,5.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/10/2016,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/10/2016,,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/10/2016,,,26.6,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/11/2016,170,,28,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/11/2016,259,,,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/11/2016,3,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/11/2016,0,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/11/2016,,,,17.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/11/2016,,,,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/11/2016,,,34,15.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/11/2016,,,23.5,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/11/2016,,,,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/11/2016,,,29.6,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/11/2016,,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/11/2016,3,,28.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/11/2016,211,,,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/11/2016,0,,29.5,20.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/11/2016,,,30,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/11/2016,,,22.9,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/11/2016,,,,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/11/2016,,,,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/11/2016,,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/11/2016,,,25.7,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/11/2016,,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/11/2016,,,,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/11/2016,,,,17.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/11/2016,,,,22.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/11/2016,,,30.9,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/11/2016,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/11/2016,,,28,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/11/2016,,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/11/2016,,,30,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/12/2016,,,,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/12/2016,,,,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/12/2016,,,33,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/12/2016,,,30.9,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/12/2016,5,,32.6,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/12/2016,0,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/12/2016,,,33,16.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/12/2016,,,,15.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/12/2016,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/12/2016,,,34.8,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/12/2016,,,,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/12/2016,,,35.5,16.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/12/2016,,,25.4,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/12/2016,,,,17.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/12/2016,,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/12/2016,,,,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/12/2016,,,33.9,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/12/2016,,,,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/12/2016,,,,18.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/12/2016,,,,23.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/12/2016,,,35.6,20.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/12/2016,269,,,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/12/2016,0,,32.3,20.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/12/2016,150,,32,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/12/2016,381,,,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/12/2016,0,,28.5,20.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/12/2016,,,,22.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/12/2016,,,,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/12/2016,,,32.5,24.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/12/2016,,,,25.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/01/2017,0,,,27,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/01/2017,,,35.6,20.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/01/2017,,,29.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/01/2017,,,,22.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/01/2017,,,31.6,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/01/2017,,,,18.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/01/2017,,,,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/01/2017,381,,34.5,21.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/01/2017,0,,,21.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/01/2017,300,,32.3,16.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/01/2017,0,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/01/2017,,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/01/2017,,,32.3,25.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/01/2017,0,,29.6,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/01/2017,,,28,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/01/2017,119,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/01/2017,20,,,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/01/2017,0,,34.2,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/01/2017,,,,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/01/2017,,,32.5,24.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/01/2017,,,,24.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/01/2017,,,33.6,24.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/01/2017,,,31,24.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/01/2017,,,31.4,24.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/01/2017,89,,32.7,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/01/2017,0,,25.4,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/01/2017,,,,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/01/2017,,,,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/01/2017,,,,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/01/2017,,,,24.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/01/2017,20,,35,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/02/2017,51,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/02/2017,0,,30,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/02/2017,,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/02/2017,,,29.9,22.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/02/2017,160,,29.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/02/2017,20,,,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/02/2017,0,,25.1,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/02/2017,,,,19.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/02/2017,,,,21.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/02/2017,,,29,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/02/2017,41,,29.6,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/02/2017,51,,27.9,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/02/2017,351,,,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/02/2017,259,,25.9,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/02/2017,30,,,20.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/02/2017,0,,32.5,22.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/02/2017,5,,31.6,21.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/02/2017,41,,32.1,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/02/2017,0,,,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/02/2017,,,32.2,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/02/2017,,,,24.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/02/2017,330,,34.6,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/02/2017,170,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/02/2017,0,,35.1,22.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/02/2017,,,,22.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/02/2017,,,34.6,25.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/02/2017,,,,23.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/02/2017,0,,33.6,22.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/03/2017,,,34.1,24.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/03/2017,,,35.2,24.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/03/2017,5,,35.2,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/03/2017,0,,24.6,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/03/2017,0,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/03/2017,,,,19.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/03/2017,,,30.2,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/03/2017,,,,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/03/2017,419,,28.9,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/03/2017,0,,29.5,14.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/03/2017,,,26.2,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/03/2017,0,,24.4,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/03/2017,,,,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/03/2017,,,28.2,15.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/03/2017,,,27.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/03/2017,300,,22.2,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/03/2017,0,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/03/2017,,,24,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/03/2017,,,,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/03/2017,,,24.7,17.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/03/2017,,,,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/03/2017,,,25.6,20.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/03/2017,,,,18.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/03/2017,,,26.5,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/03/2017,,,,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/03/2017,,,28.4,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/03/2017,0,,,21.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/03/2017,,,28.5,21.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/03/2017,,,27.6,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/03/2017,,,27,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/03/2017,3,,,20.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/04/2017,0,,27,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/04/2017,,,27.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/04/2017,89,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/04/2017,0,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/04/2017,,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/04/2017,,,28.6,12.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/04/2017,,,,18.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/04/2017,,,,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/04/2017,381,,26.9,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
