GHCN_DIN,DATE,PRCP (10^-1 mm),SNOW (mm),TMAX (°C),TMIN (°C),ELEVATION (m),NAME,COORD (LAT),COORD (LONG),COUNTRY_CODE
AR000875850,06/01/2018,,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/01/2018,,,,18.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/01/2018,,,33,22.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/01/2018,,,33,23.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/01/2018,,,,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/01/2018,,,,26.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/01/2018,,,37,27.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/01/2018,,,33.5,22.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/01/2018,150,,30.5,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/01/2018,10,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/01/2018,0,,,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/01/2018,,,30,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/01/2018,0,,,19.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/01/2018,10,,33.2,20.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/01/2018,0,,34.7,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/01/2018,,,33.4,25.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/01/2018,,,33.3,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/01/2018,8,,,23.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/01/2018,61,,36,18.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/01/2018,0,,26.2,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/01/2018,0,,,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/01/2018,0,,29.5,22.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/01/2018,0,,,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/01/2018,,,32.6,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/01/2018,,,,20.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/01/2018,,,32.6,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/02/2018,,,32.5,21.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/02/2018,,,,23.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/02/2018,,,34.1,21.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/02/2018,,,,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/02/2018,,,,23.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/02/2018,,,33.1,23.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/02/2018,,,,24.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/02/2018,,,,26.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/02/2018,20,,36.6,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/02/2018,150,,28.6,19.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/02/2018,89,,29.5,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/02/2018,0,,24,12.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/02/2018,,,,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/02/2018,,,,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/02/2018,,,,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/02/2018,,,,22.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/02/2018,,,32.3,22.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/02/2018,,,,24.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/02/2018,221,,34.1,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/02/2018,5,,,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/02/2018,0,,31.4,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/02/2018,5,,,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/02/2018,0,,29,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/02/2018,,,28.9,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/02/2018,,,27.2,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/02/2018,,,26.9,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/02/2018,,,,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/02/2018,,,30.7,21.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/03/2018,3,,,21.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/03/2018,0,,,20.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/03/2018,,,32.4,23.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/03/2018,,,32.6,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/03/2018,,,31.9,23.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/03/2018,,,28.8,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/03/2018,,,26.9,15.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/03/2018,,,,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/03/2018,,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/03/2018,,,,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/03/2018,,,34.1,15.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/03/2018,,,25.8,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/03/2018,,,,18.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/03/2018,,,31,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/03/2018,191,,30.8,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/03/2018,0,,25,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/03/2018,0,,,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/03/2018,290,,27,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/03/2018,30,,,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/03/2018,0,,26.7,15.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/03/2018,,,27,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/03/2018,,,,15.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/03/2018,0,,,17.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/03/2018,119,,30.3,15.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/03/2018,71,,27.2,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/03/2018,0,,20.9,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/03/2018,,,,15.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/03/2018,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/03/2018,,,,17.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/03/2018,,,30.6,18.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/03/2018,,,31,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/04/2018,,,32,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/04/2018,,,25.4,18.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/04/2018,,,25.3,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/04/2018,,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/04/2018,,,,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/04/2018,0,,30.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/04/2018,521,,,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/04/2018,41,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/04/2018,61,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/04/2018,0,,,21.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/04/2018,,,,23.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/04/2018,191,,33.3,16.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/04/2018,0,,20.2,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/04/2018,,,,13.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/04/2018,,,,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/04/2018,,,,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/04/2018,,,25.9,19.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/04/2018,,,,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/04/2018,,,30.5,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/04/2018,51,,29.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/04/2018,211,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/04/2018,0,,,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/04/2018,180,,27.2,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/04/2018,0,,22.1,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/04/2018,5,,,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/04/2018,0,,28.6,20.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/04/2018,,,,22.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/04/2018,71,,32.3,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/04/2018,1080,,22.8,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/04/2018,221,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/05/2018,0,,21.6,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/05/2018,20,,18,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/05/2018,119,,,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/05/2018,0,,22.4,17.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/05/2018,41,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/05/2018,51,,,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/05/2018,0,,22.6,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/05/2018,61,,23.2,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/05/2018,490,,,18.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/05/2018,0,,21.2,17.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/05/2018,671,,20,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/05/2018,0,,,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/05/2018,,,23.1,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/05/2018,,,,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/05/2018,,,,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/05/2018,,,21.5,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/05/2018,0,,17,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/05/2018,51,,,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/05/2018,89,,20.2,8.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/05/2018,0,,,7.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/05/2018,,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/05/2018,,,19.4,5.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/05/2018,,,,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/05/2018,,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/05/2018,,,21.6,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/05/2018,,,19.4,11.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/05/2018,,,,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/05/2018,,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/05/2018,5,,26,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/05/2018,439,,25.1,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/05/2018,41,,17.5,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/06/2018,89,,13.2,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/06/2018,0,,12.9,5.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/06/2018,,,13,4.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/06/2018,3,,13.3,5.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/06/2018,10,,,6.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/06/2018,0,,,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/06/2018,,,17.4,7.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/06/2018,,,,5.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/06/2018,,,17,7.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/06/2018,,,,9.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/06/2018,,,17.6,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/06/2018,0,,15,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/06/2018,51,,13,6.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/06/2018,0,,,4.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/06/2018,,,12.5,2.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/06/2018,,,,1.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/06/2018,,,,3.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/06/2018,,,,5.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/06/2018,,,19.1,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/06/2018,,,19,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/06/2018,3,,19.2,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/06/2018,0,,16.6,5.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/06/2018,0,,16.9,8.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/06/2018,,,17.5,0,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/06/2018,,,,1.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/06/2018,,,,5.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/06/2018,,,,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/06/2018,,,21.1,7.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/06/2018,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/06/2018,,,20.1,9.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/07/2018,,,15.4,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/07/2018,3,,16.9,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/07/2018,0,,,2.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/07/2018,0,,9.5,3.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/07/2018,0,,,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/07/2018,,,11.2,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/07/2018,109,,12.2,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/07/2018,71,,,8.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/07/2018,0,,15.1,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/07/2018,0,,10.6,4.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/07/2018,0,,,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/07/2018,,,15.5,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/07/2018,,,,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/07/2018,,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/07/2018,,,22.5,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/07/2018,,,17.2,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/07/2018,,,,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/07/2018,5,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/07/2018,160,,14,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/07/2018,239,,12.6,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/07/2018,5,,,3.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/07/2018,0,,15.1,4.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/07/2018,,,12,3.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/07/2018,,,11.7,1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/07/2018,,,,3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/07/2018,439,,,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/07/2018,20,,13.2,11.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/07/2018,20,,,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/07/2018,180,,13.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/07/2018,0,,,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/07/2018,0,,17.5,2.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/08/2018,,,13,3.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/08/2018,,,,3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/08/2018,,,12.8,6.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/08/2018,5,,,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/08/2018,0,,,6.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/08/2018,,,20.2,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/08/2018,,,19.5,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/08/2018,119,,19,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/08/2018,99,,13.3,6.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/08/2018,0,,,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/08/2018,,,,6.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/08/2018,0,,,11.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/08/2018,,,18.6,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/08/2018,51,,17.2,9.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/08/2018,0,,17,5.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/08/2018,,,,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/08/2018,,,,11.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/08/2018,109,,25.2,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/08/2018,0,,13,3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/08/2018,0,,,2.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/08/2018,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/08/2018,,,16.3,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/08/2018,,,14.6,9.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/08/2018,,,,3.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/08/2018,,,,6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/08/2018,0,,,9.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/08/2018,,,22.6,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/08/2018,,,,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/08/2018,0,,25.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/08/2018,140,,13.6,6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/09/2018,0,,,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/09/2018,,,,7.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/09/2018,,,17.4,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/09/2018,,,,9.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/09/2018,,,,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/09/2018,,,,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/09/2018,,,25,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/09/2018,,,21.5,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/09/2018,,,19.4,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/09/2018,41,,17.7,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/09/2018,0,,,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/09/2018,,,20.6,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/09/2018,,,,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/09/2018,0,,21.6,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/09/2018,0,,19.6,14.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/09/2018,109,,,15.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/09/2018,,,,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/09/2018,279,,23,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/09/2018,0,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/09/2018,,,,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/09/2018,,,,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/09/2018,,,31.8,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/09/2018,,,22.9,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/09/2018,,,22.7,17.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/09/2018,0,,23.6,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/09/2018,99,,,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/09/2018,79,,22.1,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/09/2018,480,,22.2,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/10/2018,20,,20.5,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/10/2018,0,,,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/10/2018,,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/10/2018,,,23.7,9.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/10/2018,,,21.4,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
